mic_id,country_name,country_iso2,country_iso3,country_group,mic_name_official,mic_acronym,mic_type,mic_subtype,channel,mic_owner_institution,mic_owner_type,status_active,start_year,last_verified_date,ipc_category_primary_code,ipc_category_primary_label,ipc_category_secondary_codes,ipc_category_secondary_labels,ipc_codes_all,ipc_coverage_count,dim_env,dim_soc,dim_eco,legal_basis_exists,instrument_type,legal_basis_title,legal_basis_year,responsible_authority,obligation_level,verification_model,third_party_required,accreditation_required,public_registry,enforcement_body,sanctions_exist,sanctions_type_text,transparency_level,comparability_support,access_cost,access_requirements,language_available,update_frequency_text,source_id_primary,source_type_primary,source_url_primary,source_id_secondary,source_type_secondary,source_url_secondary,evidence_quality_note,data_gaps_declared,gaps_text,risk_flags,notes_scope,transferability_notes,Rank_global,Rank_country,Score_total_adj,Score_total_min,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,W_C1,W_C2,W_C3,W_C4,W_C5,W_C6,W_C7,W_C8,W_C9,W_C10,dataset_product,dataset_version,scoring_version,ranking_version,data_cutoff,attributes_eco,attributes_env,attributes_soc,audit_frequency,claim_type,enforcement_level,last_update_year,mapping_rule_applied,mca_core_blockers,mca_core_ready,mca_full_blockers,mca_full_ready,mca_min_blockers,mca_min_ready,policy_link_text,product_scope_text,target_user,longevity_years,longevity_bucket
MIC-BR-001,Brazil,BR,BRA,AL_comparable,ABNT Rótulo Ecológico,,ecoetiqueta,ND,digital,Associação Brasileira de Normas Técnicas (ABNT),privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,No,No,no,estandar,,,Associação Brasileira de Normas Técnicas (ABNT),ND,tercera_parte,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-BR-001,Sitio oficial,https://www.abnt.org.br/certificacao/rotulo-ecologico,,,,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3.,ND,ND,ND,ND,ND,9,1.0,2.466666666666667,0.74,,,,3,3.0,,,1,,,,,,0.3,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Eco-label,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos/servicios con criterios ambientales según normas ABNT,Consumidor,,ND
MIC-BR-002,Brazil,BR,BRA,AL_comparable,Selo Procel,,etiqueta,ND,digital,Programa Nacional de Conservação de Energia Elétrica (Procel),publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,programa,,,Programa Nacional de Conservação de Energia Elétrica (Procel),ND,público,No,ND,Sí,,,ND,,,ND,,ND,,SRC-BR-002,Sitio oficial,https://www.gov.br/mme/pt-br/assuntos/energia-eletrica/selo-procel,,,,ND,ND,ND,ND,ND,ND,16,3.0,1.8,0.5399999999999999,,,,1,3.0,,,1,,,,,,0.1,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Equipos eléctricos; eficiencia energética,Consumidor,,ND
MIC-BR-003,Brazil,BR,BRA,AL_comparable,ENCE / PBE Etiqueta Nacional de Conservação de Energia (INMETRO),,etiqueta,ND,digital,INMETRO / Programa Brasileiro de Etiquetagem (PBE),publico,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,ley/reglamento,,,INMETRO / Programa Brasileiro de Etiquetagem (PBE),ND,público,No,ND,Sí,,,ND,,,ND,,ND,,SRC-BR-003,Sitio oficial,https://www.gov.br/inmetro/pt-br/assuntos/etiquetagem/pbe,,,,ND,ND,ND,ND,ND,ND,16,3.0,1.8,0.5399999999999999,,,,1,3.0,,,1,,,,,,0.1,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Electrodomésticos y edificaciones; desempeño energético,Consumidor,,ND
MIC-BR-004,Brazil,BR,BRA,AL_comparable,Orgânico Brasil (selo oficial),,etiqueta,ND,digital,Ministério da Agricultura e Pecuária (MAPA),publico,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,No,No,si,ley/reglamento,,,Ministério da Agricultura e Pecuária (MAPA),ND,mixto,Sí,ND,Sí,,,ND,,,ND,,ND,,SRC-BR-004,Sitio oficial,https://www.gov.br/agricultura/pt-br/assuntos/sustentabilidade/organicos/selo-organico,,,,ND,ND,ND,ND,ND,ND,9,1.0,2.466666666666667,0.74,,,,3,3.0,,,1,,,,,,0.3,0.36,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos orgánicos certificados,Consumidor,,ND
MIC-BR-005,Brazil,BR,BRA,AL_comparable,Programa ABVTEX,,certificacion,ND,digital,ABVTEX,privado,activo,ND,2025-12-18 00:00:00,2,Vestuario y calzado,,,2,1,No,Sí,Sí,no,estandar,,,ABVTEX,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-005,Sitio oficial,https://abvtex.org.br/programa-abvtex/,,,,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3.,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Vestuario/calzado; auditorías de cadena de suministro y conformidad social,Consumidor,,ND
MIC-BR-006,Brazil,BR,BRA,AL_comparable,FSC Forest Stewardship Council,,certificacion,ND,digital,Forest Stewardship Council (FSC),privado,activo,ND,2025-12-18 00:00:00,4,Equipamiento y mantención del hogar,,,4,1,Sí,Sí,No,no,estandar,,,Forest Stewardship Council (FSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-006,Sitio oficial,https://fsc.org/en,SRC-BR-006-2,"Sitio oficial (FSC, presencia país / oficina local)",https://br.fsc.org/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante sitio oficial FSC del país (oficina/red local).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Madera, papel y productos forestales; cadena de custodia",Consumidor,,ND
MIC-BR-007,Brazil,BR,BRA,AL_comparable,MSC Marine Stewardship Council,,certificacion,ND,digital,Marine Stewardship Council (MSC),privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Marine Stewardship Council (MSC),ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-007,Sitio oficial,https://www.msc.org/,SRC-BR-007-2,Registro oficial (MSC Supplier Directory; filtro país),https://cert.msc.org/supplierdirectory/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante MSC Supplier Directory (consulta con filtro por país/mercado).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Productos del mar (pesquerías) y cadena de custodia,Consumidor,,ND
MIC-BR-008,Brazil,BR,BRA,AL_comparable,Fairtrade,,certificacion,ND,digital,Fairtrade International,privado,activo,ND,2025-12-18 00:00:00,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Fairtrade International,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-008,Sitio oficial,https://www.fairtrade.net/,SRC-BR-008-2,Sitio oficial (organización Fairtrade/marketing organization o sección país),https://fairtradebrasil.org.br/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante organización Fairtrade (sitio/representación país o sección país en fairtrade.net).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,Alimentos y materias primas con criterios ambientales y sociales; comercio justo,Consumidor,,ND
MIC-BR-009,Brazil,BR,BRA,AL_comparable,Rainforest Alliance Certified,,certificacion,ND,digital,Rainforest Alliance,privado,activo,ND,2025-12-18,1,Alimentos y bebidas no alcohólicas,,,1,1,Sí,Sí,No,no,estandar,,,Rainforest Alliance,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-009,Sitio oficial,https://www.rainforest-alliance.org/,,,https://www.rainforest-alliance.org/find-certified/haoma/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. Evidencia país-específica: página 'Find Certified' con listado 'Available In' que incluye el país (ver URL secundaria).,ND,ND,ND,ND,ND,19,6.0,1.533333333333334,0.4600000000000001,,,,3,0.0,,,2,,,,,,0.3,0.0,,,0.16,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Alimentos y materias primas agrícolas; biodiversidad, clima y medios de vida",Consumidor,,ND
MIC-BR-010,Brazil,BR,BRA,AL_comparable,B Corp Certification,,certificacion,ND,digital,B Lab Global,privado,activo,ND,2025-12-18 00:00:00,8,Bienes y servicios diversos,,,8,1,Sí,Sí,Sí,no,estandar,,,B Lab Global,ND,tercera_parte,Sí,ND,No,,,ND,,,ND,,ND,,SRC-BR-010,Sitio oficial,https://www.bcorporation.net/,SRC-BR-010-2,Directorio oficial (B Lab; Find a B Corp; filtro país),https://www.bcorporation.net/en-us/find-a-b-corp/,Mecanismo voluntario/privado (o sin respaldo normativo explícito); verificar evidencia de adopción y cobertura nacional en P3. | Cobertura país verificada mediante directorio oficial de Empresas B certificadas (consulta con filtro por país).,ND,ND,ND,ND,ND,16,3.0,1.8,0.54,,,,3,0.0,,,3,,,,,,0.3,0.0,,,0.24,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Certificación,tercera_parte,ND,principal,access_cost; language_available,No,access_cost; language_available; transparency_level; update_frequency_text; comparability_support; enforcement_body; access_requirements,No,,Sí,ND,"Empresas; desempeño social, ambiental y gobernanza (no producto específico)",Consumidor,,ND
MIC-CA-001,Canada,CA,CAN,OCDE_UE,EnerGuide,,etiqueta,ND,digital,Natural Resources Canada (NRCan),publico,activo,ND,2025-12-18,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,ley/reglamento,,,Natural Resources Canada (NRCan),ND,público,No,ND,Sí (listados/recursos públicos del programa).,"Natural Resources Canada (Office of Energy Efficiency, NRCan-OEE).",,ND,Alta (programa público/autoridad competente; información y criterios publicados).,Sí (permite comparación por métrica/umbral o listado de elegibles; ver criterios del programa).,Sin costo para el consumidor (NA: costos de cumplimiento para fabricantes/importadores).,Acceso público para consumidores sin registro; NA para procedimientos internos de certificación/auditoría (aplican a operadores/empresas).,EN; FR,Actualización continua del programa; guías y listados actualizados periódicamente.,SRC-CA-001,Sitio oficial,https://natural-resources.canada.ca/energy-efficiency/energuide/12523,SRC-CA-001b,Sitio oficial (NRCan),https://natural-resources.canada.ca/energy-efficiency/product-energy-ratings/energuide/energuide-label,ND,ND,ND,ND,ND,ND,21,9.0,1.0,0.18,,,,1,,,,1,,,,,,0.1,,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,,Yes,"Requires extended verification fields (audit frequency, sanctions details, quantitative adoption signals).",No,,Yes,ND,Electrodomésticos y equipos; desempeño energético,Consumidor,,ND
MIC-CA-002,Canada,CA,CAN,OCDE_UE,ENERGY STAR Canada,,etiqueta,ND,digital,Natural Resources Canada (NRCan),publico,activo,ND,2025-12-18,4,Equipamiento y mantención del hogar,,,4,1,Sí,No,No,si,programa,,,Natural Resources Canada (NRCan),ND,público,No,ND,Sí (herramientas/listados públicos).,"Natural Resources Canada (Office of Energy Efficiency, NRCan-OEE).",,ND,Alta (programa público/autoridad competente; información y criterios publicados).,Sí (permite comparación por métrica/umbral o listado de elegibles; ver criterios del programa).,Sin costo para el consumidor (NA: costos de participación/licenciamiento para fabricantes).,Acceso público para consumidores sin registro; NA para procedimientos internos de certificación/auditoría (aplican a operadores/empresas).,EN; FR,Actualización continua del programa; listados actualizados periódicamente.,SRC-CA-002,Sitio oficial,https://natural-resources.canada.ca/energy-efficiency/energuide/energuide-energy-star-and-energystarcanada/20530,SRC-CA-002b,Sitio oficial (NRCan),https://natural-resources.canada.ca/energy-efficiency/energy-star-canada,ND | Aplicación país verificada mediante programa ENERGY STAR; en países fuera de EE. UU. se requiere evidencia complementaria de implementación local cuando aplique.,ND,ND,ND,ND,ND,21,9.0,1.0,0.18,,,,1,,,,1,,,,,,0.1,,,,0.08,,,P9,v1.0_2025-12-19,P7_MCA_v1.0,P8_rank_v1.0,2025-12-18,ND,ND,ND,,Etiqueta,público,ND,principal,,Yes,"Requires extended verification fields (audit frequency, sanctions details, quantitative adoption signals).",No,,Yes,ND,Electrodomésticos y equipos; eficiencia energética (programa Canadá),Consumidor,,ND
